id,rpm,motor_power,torque,outlet_pressure_bar,air_flow,noise_db,outlet_temp,wpump_outlet_press,water_inlet_temp,water_outlet_temp,wpump_power,water_flow,oilpump_power,oil_tank_temp,gaccx,gaccy,gaccz,haccx,haccy,haccz,bearings,wpump,radiator,exvalve,acmotor
20,515,2639.245137,50.26904579,3.373,605.3627768,40.88429156,89.66963092,2.184558455,53.76113617,60.79362033,215.4696249,58.81630375,300.4093089,45.92080574,0.698217924,0.361312173,3.638500404,1.202115578,1.383381821,3.444203756,0,0,0,0,0
21,487,2600.936031,52.73840042,3.489,604.3929822,40.44102067,88.32995171,2.098385701,52.15918481,68.38603013,215.5074391,58.89019213,300.6496483,45.97015079,0.712113235,0.454806333,3.827721296,1.211444845,1.386271482,3.523658324,0,0,0,0,0
22,484,2748.491491,55.50306442,3.805,604.1485788,42.33501528,89.60860107,2.196005409,61.01607512,63.06003939,216.4003797,58.85780764,299.8935636,45.96742816,0.723719251,0.444919798,4.065153551,1.20757486,1.357554079,3.626287268,0,0,0,0,0
23,499,2907.767162,59.11908915,4.011,604.1332392,41.51596648,93.72420066,2.755825098,56.67467311,69.38035535,219.0191979,58.82622731,300.264114,45.9972064,0.72003651,0.401805303,4.171598927,1.218174099,1.437932514,3.733592718,0,0,0,0,0
24,519,3057.346593,60.74624247,4.15,603.9611228,41.59282223,94.5375794,1.920876643,58.3298091,74.28305631,220.407324,58.78560602,299.7436539,45.95497307,0.69833516,0.41407159,4.241850568,1.211523921,1.451419031,3.770634186,0,0,0,0,0
25,504,3073.175475,59.05356853,4.298,603.1463244,41.51096013,96.55791787,2.704442458,58.51641023,66.29293465,217.1108748,58.9088747,300.6033025,46.00290651,0.701892536,0.438041309,4.409375446,1.216711174,1.405597816,3.830065106,0,0,0,0,0
26,511,3102.176151,59.94363704,4.305,602.7257966,41.93102036,93.55442514,2.101107992,57.64580639,67.64515335,216.5804435,58.8282938,300.0173997,45.95519563,0.714205309,0.418199765,4.397830003,1.207876204,1.416857195,3.826027791,0,0,0,0,0
27,486,3068.064062,63.04994628,4.458,601.9217604,42.232812,96.63610435,2.322481562,62.19025321,70.95334537,218.3097972,58.89672972,300.7962634,45.92725405,0.721848473,0.381277447,4.567745289,1.21964895,1.443913684,3.94275314,0,0,0,0,0
28,519,3343.949716,62.46944488,4.702,600.9458286,41.18664836,94.59973297,2.415553862,58.68301042,74.05827679,217.6239423,58.66167729,300.3002162,45.96285498,0.705619408,0.383243501,4.718562769,1.209011915,1.449622383,4.01272192,0,0,0,0,0
29,499,3295.133032,65.65705655,4.797,600.8730536,43.83011576,97.88811204,2.286001522,60.61653153,75.26937218,219.0481409,58.79419745,300.5477162,46.08073681,0.719024871,0.420318057,4.872878231,1.218585675,1.420419223,4.071306233,0,0,0,0,0
30,507,3353.547507,63.3537573,4.826,600.7431642,40.69555063,95.67248974,2.514491436,64.33683163,74.87175437,218.8163341,58.83229933,300.5494037,45.97519843,0.704900404,0.397985056,4.867013522,1.207862363,1.391130744,4.055901279,0,0,0,0,0
31,519,3540.245236,65.7323149,5.081,600.3739806,40.84450665,96.98733285,2.992079101,67.68257946,68.50914363,220.7241518,58.68404393,301.218405,46.02134567,0.696379253,0.423508027,5.104938283,1.207857314,1.438882015,4.1922061,0,0,0,0,0
32,506,3558.795547,70.24487996,5.249,600.1565128,42.69870423,100.7936137,2.979565586,61.40539716,77.31789423,219.3355043,58.77037679,300.907811,46.04992931,0.712715381,0.413446755,5.306935587,1.205644322,1.376526601,4.26182695,0,0,0,0,0
33,503,3653.238888,73.38737813,5.468,599.6411354,41.07749961,98.10394676,2.13216218,62.87141143,78.01400107,217.7014821,58.60691067,300.0013927,45.99592217,0.715107116,0.431655554,5.557678894,1.211838915,1.377233984,4.386088807,0,0,0,0,0
34,506,3803.815172,76.46071584,5.727,598.9191488,45.41681996,101.5377561,2.33765646,62.48973007,74.41122881,217.2078576,58.62685746,300.1477992,46.04821753,0.714426764,0.363412227,5.807326405,1.198495761,1.406419892,4.53547551,0,0,0,0,0
35,507,3923.399868,77.10048835,5.956,597.9995668,44.26782869,104.428863,2.298052456,66.16259139,75.69103709,217.1068614,58.58900281,301.2737962,46.04861886,0.704217974,0.375575816,6.073934519,1.20435355,1.435432712,4.685531272,0,0,0,0,0
36,489,3918.351115,80.04373116,6.167,597.9770316,41.37911301,105.3707421,2.279407171,70.78323231,80.31071579,217.3688738,58.58030033,300.4214072,46.04465439,0.722054876,0.45756117,6.415838439,1.21116592,1.439688128,4.840691721,0,0,0,0,0
37,503,4116.520021,79.55649206,6.39,597.5994428,45.30573555,103.6020847,2.661306624,67.63395775,78.62808627,221.9905847,58.66189867,300.8567433,46.05458684,0.702431381,0.379998895,6.618285915,1.198984741,1.361940572,4.918401624,0,0,0,0,0
38,504,4238.49571,83.9107575,6.623,596.814083,44.89159866,104.3869785,2.347612981,67.99048903,83.9710189,221.7314987,58.70024902,301.0084473,46.14257671,0.715715843,0.36716845,6.919754951,1.203242601,1.352588143,5.066278124,0,0,0,0,0
39,511,4300.870611,80.54545469,6.644,596.0393126,40.65687955,106.748408,2.348906829,66.50938645,86.78303473,221.0403607,58.54626762,301.1448736,46.13172068,0.696156465,0.35197415,6.916668009,1.210541778,1.444485525,5.121662361,0,0,0,0,0
40,499,4329.087385,83.84437754,6.86,595.6249504,42.90707432,106.8073654,2.127891967,72.40931112,81.91695969,218.6522406,58.62271804,300.6783564,46.11326045,0.717359239,0.411848179,7.273036159,1.214263105,1.430386521,5.276741438,0,0,0,0,0
41,500,1402.424603,26.91957192,1.0,616.5411326,45.46106943,78.29331063,2.331081334,43.78669864,48.32915461,215.7832218,59.17499154,300.9885927,45.87909428,0.70000561,0.389492342,2.644748976,1.209735291,1.439140959,2.974438125,1,0,0,0,0
42,490,1501.475814,33.41464913,1.224,615.6323846,45.08525152,78.49505333,2.027859624,43.65262349,51.4424413,213.9217729,59.16735793,300.5001959,45.82827516,0.719110119,0.421096213,2.740433384,1.21938106,1.381278084,2.987535497,1,0,0,0,0
43,513,1555.192258,29.37853308,1.265,614.7236364,45.26179296,80.25111233,1.848367189,43.47119414,53.26707055,215.9903992,59.12537356,300.8130632,45.86915286,0.714507767,0.387029224,2.685401271,1.211079447,1.375417398,2.958030697,1,0,0,0,0
44,517,1648.947124,35.2854888,1.441,614.3074758,45.86545502,79.07601804,2.092669642,45.93589108,58.42051316,217.3774475,59.11480091,300.6697377,45.86344588,0.712882065,0.399975542,2.731061927,1.204586683,1.377269356,2.97495638,1,0,0,0,0
45,508,1785.392642,36.80446155,1.742,613.9886152,45.61937368,80.9530371,2.590182713,49.61220585,59.31898242,216.2378709,59.0970578,300.7832831,45.83295442,0.701884765,0.375034827,2.826248192,1.215653777,1.399584969,3.049938769,1,0,0,0,0
46,505,1811.433133,36.0816261,1.793,613.5874048,45.25459693,82.35559998,1.834533447,50.37186251,57.19774088,217.3850994,59.15423248,299.7615389,45.85235511,0.711898467,0.427038587,2.881100709,1.205044538,1.371891919,3.043294221,1,0,0,0,0
47,482,1834.772987,38.72843728,1.927,613.2560434,45.49422966,83.22880203,2.118598881,51.56036948,52.53288478,215.0494908,59.04793381,300.5458143,45.91764587,0.720408783,0.407816804,2.972801284,1.22423208,1.393245473,3.116817462,1,0,0,0,0
48,517,2002.786974,37.27470977,2.122,612.4655166,46.99470361,85.5351084,1.928328015,53.17850563,63.86143787,215.155295,59.04497445,300.4645888,45.87135222,0.713071697,0.374139819,2.960965135,1.193656947,1.409391722,3.106915822,1,0,0,0,0
49,498,1984.749272,38.66741058,2.173,612.4562762,46.83658925,85.61756805,2.629424747,49.13387466,59.97273497,216.4233286,59.03701131,301.1020329,45.93199392,0.719693436,0.409925474,3.040958475,1.217593611,1.438996144,3.166770994,1,0,0,0,0
50,489,2112.271255,41.87783853,2.474,611.732294,46.11918029,85.53087871,2.630111514,52.13134804,54.44195253,216.808676,58.88681088,300.9159259,45.87207636,0.709212515,0.408155089,3.193064938,1.218752245,1.435073902,3.246353131,1,0,0,0,0
51,520,2355.787294,43.40496396,2.797,610.7945536,45.22311233,87.75630553,2.710011,52.01434909,60.66737704,215.3380124,59.05411719,300.0649119,45.93401071,0.710493109,0.450051916,3.324328691,1.199318252,1.41740577,3.276543947,1,0,0,0,0
52,512,2478.221435,47.62825407,3.075,610.721553,46.39245457,89.7121496,2.65329586,57.32826497,65.20054883,215.0834655,58.97172938,300.8002364,45.94277877,0.71510401,0.438589873,3.498697782,1.209171833,1.411148066,3.36874162,1,0,0,0,0
53,480,2422.023308,52.23484179,3.162,610.1007556,45.68509017,86.51052897,2.517359295,52.59797225,62.70296136,214.7012943,58.90727275,300.3414301,45.89754923,0.710558851,0.439212821,3.616529501,1.218877441,1.438971956,3.453913198,1,0,0,0,0
54,485,2439.42767,49.98171448,3.173,609.2461484,45.20030141,89.82829622,2.411599863,54.66240114,67.82974837,217.0370488,59.01303752,301.4349783,45.91973771,0.719962902,0.442180879,3.619015955,1.224142713,1.392763381,3.430517863,1,0,0,0,0
55,498,2528.641967,50.69508619,3.257,608.3845902,47.99860033,90.52375429,2.616906044,49.30043972,67.08245542,217.8772539,58.99858328,300.6480605,45.97345335,0.716732638,0.435062393,3.640819353,1.214865739,1.419802799,3.450196794,1,0,0,0,0
56,519,2669.077901,49.73895551,3.396,608.2655512,47.01835973,87.80181787,2.309328467,60.62581306,65.83628167,219.0643853,58.99583101,300.0852273,45.92415777,0.71052163,0.415902332,3.679783262,1.197941728,1.434721644,3.47095644,1,0,0,0,0
57,499,2746.272879,57.02614992,3.693,607.8571728,48.67833425,88.99127059,2.666186801,60.97501812,72.34776924,218.8297226,58.90322174,300.0158787,45.98359818,0.711449008,0.361083002,3.901913432,1.219434857,1.378620668,3.582051876,1,0,0,0,0
58,493,2774.704208,57.07672292,3.802,607.8463598,46.54078969,90.60034785,1.946573913,52.31974633,64.45820843,218.5556772,58.81583815,300.8753674,45.92702793,0.711387523,0.394864023,4.012488353,1.222114898,1.409434626,3.64687593,1,0,0,0,0
59,515,2948.348929,59.27152009,3.969,606.873501,48.15429659,93.95435636,2.784105644,61.81231934,65.96075086,215.6677635,58.88393759,300.6903331,46.00122016,0.709798546,0.385309834,4.093369948,1.199938118,1.425966107,3.682947371,1,0,0,0,0
60,482,2944.92615,60.10154207,4.231,606.0144428,48.76647821,92.90351642,2.042007011,59.54964897,66.6478835,218.624488,58.78690942,300.2516846,45.97529246,0.721661125,0.375158813,4.376255719,1.221453437,1.455227815,3.855997941,1,0,0,0,0
61,501,3029.292703,59.82043295,4.245,605.4489242,47.82468403,95.33539231,2.472940861,53.90102914,68.72741199,216.8873838,58.78293629,301.3593005,45.97385239,0.705960925,0.399251932,4.352265193,1.218468831,1.375494014,3.796611204,1,0,0,0,0
62,493,3038.031736,63.46071,4.324,605.0841256,47.78189119,94.43035748,2.110530881,59.94113864,74.46245728,220.1401658,58.80764241,300.1837515,45.97103817,0.704403196,0.369678204,4.421176236,1.208264869,1.401196438,3.8482183,1,0,0,0,0
63,489,3131.768772,61.94397068,4.557,604.62886,46.7266056,94.2191745,2.569073622,64.86175244,66.30861966,217.8456765,58.83738514,300.5738247,46.03857261,0.714205168,0.404069836,4.65829993,1.211279499,1.45293766,3.983939282,1,0,0,0,0
64,499,3285.868436,65.77609958,4.779,604.1891326,47.03185992,95.5303199,2.2812865,65.42183517,75.28025066,219.6631764,58.81762533,301.2396324,46.05932649,0.70071015,0.424129217,4.848100083,1.202870114,1.373048547,4.030999931,1,0,0,0,0
65,487,3281.325821,68.90798485,4.889,604.1657302,46.49764463,95.92542177,2.87743405,65.96032292,73.96831514,216.4015671,58.81814754,300.6421155,46.02295269,0.70655457,0.407615309,4.974147933,1.207430962,1.430908366,4.130370565,1,0,0,0,0
66,502,3406.850567,66.78775465,4.993,604.1374408,49.51166094,95.90213272,1.966381211,62.21655169,76.0708738,217.248008,58.74525373,300.7916681,46.06638765,0.711087168,0.373901563,5.031051956,1.206532653,1.442596869,4.16844515,1,0,0,0,0
67,496,3414.718099,69.32299381,5.064,603.7861948,49.62010296,97.15593886,2.237975042,65.51671618,72.06834996,219.0667448,58.7514599,299.7095715,46.00496399,0.720818965,0.387130904,5.126698184,1.216103421,1.382858641,4.186649108,1,0,0,0,0
68,491,3539.191167,72.95071609,5.364,603.428358,50.06455135,97.2913268,2.220245665,60.01742565,72.49867781,217.172928,58.69159948,299.9807329,46.06254175,0.716127597,0.397608955,5.451995879,1.211358071,1.421128943,4.365640302,1,0,0,0,0
69,497,3664.09957,71.12569908,5.55,602.4714204,48.46102607,98.71395314,2.857552962,67.07574644,78.72331444,220.2328367,58.58601948,300.0485755,46.02637605,0.71054736,0.420932552,5.65243012,1.210997735,1.403037623,4.450966383,1,0,0,0,0
70,511,3755.938998,74.54147393,5.578,602.310946,49.95342459,100.3991052,2.057892401,66.13799478,81.55633892,220.5748047,58.63484749,300.842044,45.99482453,0.700436226,0.438163289,5.659319098,1.209163273,1.384194497,4.439535914,1,0,0,0,0
71,494,3792.915861,77.89560172,5.851,601.406804,49.47996807,99.47387857,2.162938846,68.76556051,82.74486121,221.7518311,58.56615241,301.1994225,46.09332121,0.719461854,0.396200923,5.993633766,1.212669519,1.425474534,4.63818779,1,0,0,0,0
72,499,3979.845806,79.25647536,6.164,600.9546088,49.16940082,103.1732692,2.465792833,63.31554334,81.41017885,217.9564793,58.61854167,300.8732621,46.09630739,0.701538207,0.370981404,6.338076233,1.206484512,1.366466636,4.787584189,1,0,0,0,0
73,501,4009.857219,76.5550625,6.197,600.9379544,46.30114855,101.6448512,2.409771537,73.56687928,80.98930087,221.4215287,58.5880892,300.1997652,46.06142645,0.70302226,0.377385741,6.377971692,1.208022681,1.421138583,4.833264877,1,0,0,0,0
74,493,4098.740325,80.15828036,6.486,600.668587,46.00818928,104.6964598,2.338801396,74.09007374,80.28354765,222.6961034,58.60995624,300.9263414,46.05439598,0.709433512,0.404080058,6.777188588,1.205089767,1.359324924,4.993843125,1,0,0,0,0
75,497,4170.610762,85.0278486,6.568,599.810286,48.53347227,104.7395802,2.168777863,64.86516344,77.20734781,217.5131132,58.52964911,300.2234308,46.07845946,0.712610122,0.445287767,6.898448771,1.21993075,1.381492457,5.061065139,1,0,0,0,0
76,482,4196.665915,87.31925261,6.837,599.4360434,48.96047165,107.6375327,2.272025598,75.54617968,87.71394888,217.0822063,58.5517929,300.6463519,46.14661891,0.713316116,0.408371326,7.273139062,1.225976711,1.393736277,5.269738605,1,0,0,0,0
77,510,4454.067364,85.36203557,6.964,599.1710762,48.48895855,106.4141897,2.756416508,75.66414771,90.29568834,221.664573,58.63923166,301.2952155,46.14109148,0.709698443,0.429570954,7.399613683,1.210443857,1.368755789,5.302628531,1,0,0,0,0
78,519,4542.387892,84.92523755,7.018,598.7485332,48.4668842,106.7395144,3.053224024,76.94462837,87.18142732,219.4000509,58.6086581,300.4965534,46.15042766,0.704297512,0.431229442,7.456175246,1.193114838,1.36792576,5.321065297,1,0,0,0,0
79,486,4381.766636,87.91942507,7.153,598.255842,47.89269735,108.9782484,3.060099757,73.04591787,87.47073861,222.1254414,58.55412322,300.2831051,46.08975265,0.724441989,0.440638205,7.727407459,1.222857323,1.407940803,5.490713402,1,0,0,0,0
80,512,4621.236783,90.70054192,7.26,597.7625774,47.62351857,107.1143467,2.721779635,71.87747708,86.71261034,222.6343506,58.58610396,300.9390902,46.12946927,0.708606791,0.372131765,7.78731461,1.21238418,1.404105563,5.529373788,1,0,0,0,0
81,497,1403.720659,27.36495641,1.0,615.715487,40.48604549,88.68448247,2.098258724,54.91897648,61.63040656,216.1976267,53.93549282,300.7473395,45.9109685,0.719091103,0.40275118,2.666957359,1.20197243,1.400464867,2.954840379,0,1,0,0,0
82,493,1532.11625,34.58468095,1.281,615.538638,40.1433144,87.27497524,2.502666806,55.84896918,68.74189563,219.2797488,53.90716044,301.0540902,45.93160886,0.716087388,0.399368839,2.736101034,1.222706154,1.406957323,3.005438077,0,1,0,0,0
83,502,1685.728998,33.81545394,1.563,615.3617892,40.22362807,89.60471894,2.731229807,52.17970644,69.30783405,216.8113979,53.93621606,300.3200556,45.94016457,0.71413635,0.433214418,2.813854606,1.212644561,1.408862647,3.030444809,0,1,0,0,0
84,498,1760.777582,35.05950451,1.726,614.440148,40.32688285,89.59898684,2.076399716,57.67013006,71.17363391,218.7515993,53.85802744,300.0115027,45.93301979,0.701951707,0.372203259,2.838899058,1.218290363,1.448117254,3.084516203,0,1,0,0,0
85,516,1888.250878,39.31073115,1.906,613.5762474,41.76093492,93.26320394,2.472494208,59.88513992,71.13220211,219.2026765,53.7739965,300.3908876,45.95086404,0.709797733,0.393374838,2.883987471,1.206507144,1.387358031,3.060032405,0,1,0,0,0
86,481,1831.904424,40.75268971,1.933,613.3573708,40.40056079,91.19256108,2.621090119,54.61347682,70.1909727,214.9812542,53.88241222,301.3227125,45.92386497,0.711836545,0.412670073,2.975420078,1.223150398,1.378666997,3.111442186,0,1,0,0,0
87,503,1971.024258,40.15997094,2.127,612.818593,41.03769133,92.42624803,2.809066387,57.16853101,69.37931757,215.0892935,53.76390668,300.2211934,45.9135641,0.709835271,0.373377768,2.987872902,1.207742027,1.448402559,3.150609063,0,1,0,0,0
88,518,2011.502009,39.11857518,2.134,612.1202964,40.27284784,94.82731981,2.25307935,62.32216743,75.62782184,219.1699941,53.81237572,300.8491018,45.98368353,0.693814275,0.391348913,2.963237878,1.201748402,1.363063067,3.089258973,0,1,0,0,0
89,491,2106.787074,45.04565868,2.453,611.3530398,41.92570635,93.68719033,2.640670117,65.54751709,66.58557018,217.2681792,53.78300981,300.2303164,46.01084567,0.704252338,0.425631426,3.184867274,1.208923496,1.441492357,3.237003616,0,1,0,0,0
90,505,2207.704967,45.36711156,2.585,611.1653342,41.87636075,94.95319161,2.017196815,58.49837556,77.76432731,217.1992727,53.69381887,299.6351617,46.01757749,0.701015202,0.396477491,3.20698112,1.200133511,1.368842201,3.212615143,0,1,0,0,0
91,483,2192.022609,47.99752913,2.671,610.3542346,41.75026186,96.90169606,2.628960799,61.05393166,69.14738644,215.6587562,53.64851745,300.8872112,46.03911604,0.718700393,0.387478191,3.301733989,1.214675702,1.416355599,3.293357668,0,1,0,0,0
92,487,2316.47263,47.30228713,2.899,609.4586658,41.18627552,96.13213017,2.05507974,57.69758344,74.11811441,219.4962283,53.69052235,300.998519,45.97902597,0.71996929,0.439337617,3.446577545,1.222812656,1.460836165,3.377955862,0,1,0,0,0
93,490,2440.36301,50.49699486,3.13,609.2091896,42.73225349,98.40115824,2.805596278,57.95440391,71.67979511,219.9247529,53.65786673,300.1167828,46.06351945,0.707801352,0.426740182,3.567233546,1.213113661,1.386460243,3.401809158,0,1,0,0,0
94,503,2559.553537,52.78810955,3.298,608.3174946,41.6820583,97.24404886,2.800077591,67.67563535,73.11756665,218.6387671,53.58153861,300.8898591,46.09333301,0.711436567,0.397275201,3.636270987,1.216223135,1.450161506,3.473553451,0,1,0,0,0
95,499,2576.72491,53.40512567,3.349,608.2042514,42.92636821,101.2377964,2.712631761,61.11527042,73.42677933,220.2081174,53.7341588,300.5227936,46.03611576,0.7152347,0.388473218,3.675580823,1.219552359,1.459618257,3.501649141,0,1,0,0,0
96,489,2592.328416,51.36864375,3.449,607.5941036,39.90321456,101.3140877,2.276227472,66.40202603,72.60434712,218.7187009,53.71350557,301.0269396,46.02633825,0.714576805,0.365232236,3.751960734,1.205636158,1.397827586,3.510009468,0,1,0,0,0
97,505,2770.172016,56.67065464,3.7,606.862498,40.60649691,103.1701847,2.904062339,68.61992248,83.11286512,219.4704889,53.66943165,301.2297268,46.10524351,0.70250294,0.412479028,3.916307483,1.205353775,1.383110026,3.572650052,0,1,0,0,0
98,502,2848.490641,55.47129821,3.878,606.4142458,43.50096873,100.3466209,2.358701722,67.99345779,77.20328976,219.721585,53.51035777,299.9075757,46.01135105,0.70149416,0.366195537,4.03388308,1.214155669,1.416643292,3.66502019,0,1,0,0,0
99,503,3017.657248,62.11745254,4.201,605.6841664,41.46846862,103.8683797,2.95616026,69.02895404,81.35062768,217.7925833,53.48638822,300.3987628,46.08061033,0.718742633,0.366760371,4.301922823,1.208227559,1.377136491,3.771671264,0,1,0,0,0
100,483,2993.829726,60.34048465,4.334,604.6882708,39.87901657,105.0432701,2.969527152,64.95895614,82.42373669,220.414664,53.57034752,300.8577454,46.13208578,0.715178522,0.411415086,4.476739296,1.216362138,1.431208544,3.884026256,0,1,0,0,0
101,512,3282.050838,63.66993554,4.641,604.328742,40.40925179,107.4244623,2.671968991,73.17592608,81.32441839,219.0000297,53.40586122,300.9789816,46.09470826,0.710732109,0.402899047,4.687399304,1.199425334,1.384965571,3.955143565,0,1,0,0,0
102,513,3336.13036,65.63315017,4.742,604.1549652,44.29076272,108.3211542,3.031476805,71.89817883,87.07414066,219.9869697,53.5750907,301.0197315,46.09999073,0.713205462,0.434989166,4.79759977,1.199819428,1.42381296,4.021033309,0,1,0,0,0
103,488,3323.7359,68.78897729,4.961,603.2866444,44.43109426,104.9989395,3.004393678,73.36524314,85.73089388,218.1339001,53.47122865,300.739712,46.11922356,0.706611719,0.426510522,5.052038767,1.209368414,1.384312072,4.142038083,0,1,0,0,0
104,520,3551.566223,65.43796481,5.095,603.2265564,43.08514647,110.2571427,3.121689404,72.16133797,87.94944767,218.3938506,53.53890689,301.0072462,46.12828548,0.695530141,0.440983152,5.12600467,1.195897513,1.395947172,4.1709502,0,1,0,0,0
105,499,3505.287887,67.47351352,5.221,602.3518386,44.24480945,107.6806551,2.438068886,75.86864718,89.921139,221.8331803,53.41747917,301.0075063,46.07170554,0.711841356,0.392217035,5.279725726,1.205286071,1.375170271,4.254276837,0,1,0,0,0
106,488,3536.53975,70.07506156,5.402,602.17054,44.62427358,109.5567282,3.026060545,68.49814264,92.31019723,218.6482944,53.43705911,300.8143523,46.20839802,0.705508543,0.360154916,5.475117768,1.221206302,1.373269701,4.370840037,0,1,0,0,0
107,481,3557.239635,71.52998092,5.512,601.615791,43.37417485,111.2430039,2.173449177,70.22016443,85.81074516,219.8121059,53.48287415,300.9535862,46.16880239,0.717740687,0.402596628,5.638211408,1.213005764,1.406183198,4.45256596,0,1,0,0,0
108,490,3645.42039,72.97208007,5.6,600.7334726,42.59701853,111.5217258,3.109590829,77.60190852,87.17747718,221.5316259,53.4197067,300.3786827,46.14494515,0.704827037,0.446042901,5.732246447,1.21374536,1.381306338,4.477972404,0,1,0,0,0
109,501,3745.865991,73.60740537,5.672,600.2114116,42.86409882,110.2901609,2.703659843,74.62370797,88.35261266,221.3398096,53.46612686,300.2735996,46.10488318,0.704812661,0.369425911,5.752474528,1.21295916,1.392191453,4.510053327,0,1,0,0,0
