rpm,motor_power,torque,noise_db,wpump_outlet_press,water_inlet_temp,water_outlet_temp,wpump_power,water_flow,oil_tank_temp,bearings,wpump,radiator,exvalve,air_flow,outlet_pressure_bar,outlet_temp
504,4238.49571,83.9107575,44.89159866,2.347612981,67.99048903,83.9710189,221.7314987,58.70024902,46.14257671,0,0,0,0,596.814083,6.623,104.3869785
511,4300.870611,80.54545469,40.65687955,2.348906829,66.50938645,86.78303473,221.0403607,58.54626762,46.13172068,0,0,0,0,596.0393126,6.644,106.748408
499,4329.087385,83.84437754,42.90707432,2.127891967,72.40931112,81.91695969,218.6522406,58.62271804,46.11326045,0,0,0,0,595.6249504,6.86,106.8073654
500,1402.424603,26.91957192,45.46106943,2.331081334,43.78669864,48.32915461,215.7832218,59.17499154,45.87909428,1,0,0,0,616.5411326,1,78.29331063
490,1501.475814,33.41464913,45.08525152,2.027859624,43.65262349,51.4424413,213.9217729,59.16735793,45.82827516,1,0,0,0,615.6323846,1.224,78.49505333
513,1555.192258,29.37853308,45.26179296,1.848367189,43.47119414,53.26707055,215.9903992,59.12537356,45.86915286,1,0,0,0,614.7236364,1.265,80.25111233
517,1648.947124,35.2854888,45.86545502,2.092669642,45.93589108,58.42051316,217.3774475,59.11480091,45.86344588,1,0,0,0,614.3074758,1.441,79.07601804
508,1785.392642,36.80446155,45.61937368,2.590182713,49.61220585,59.31898242,216.2378709,59.0970578,45.83295442,1,0,0,0,613.9886152,1.742,80.9530371
505,1811.433133,36.0816261,45.25459693,1.834533447,50.37186251,57.19774088,217.3850994,59.15423248,45.85235511,1,0,0,0,613.5874048,1.793,82.35559998
482,1834.772987,38.72843728,45.49422966,2.118598881,51.56036948,52.53288478,215.0494908,59.04793381,45.91764587,1,0,0,0,613.2560434,1.927,83.22880203
517,2002.786974,37.27470977,46.99470361,1.928328015,53.17850563,63.86143787,215.155295,59.04497445,45.87135222,1,0,0,0,612.4655166,2.122,85.5351084
498,1984.749272,38.66741058,46.83658925,2.629424747,49.13387466,59.97273497,216.4233286,59.03701131,45.93199392,1,0,0,0,612.4562762,2.173,85.61756805
489,2112.271255,41.87783853,46.11918029,2.630111514,52.13134804,54.44195253,216.808676,58.88681088,45.87207636,1,0,0,0,611.732294,2.474,85.53087871
520,2355.787294,43.40496396,45.22311233,2.710011,52.01434909,60.66737704,215.3380124,59.05411719,45.93401071,1,0,0,0,610.7945536,2.797,87.75630553
512,2478.221435,47.62825407,46.39245457,2.65329586,57.32826497,65.20054883,215.0834655,58.97172938,45.94277877,1,0,0,0,610.721553,3.075,89.7121496
480,2422.023308,52.23484179,45.68509017,2.517359295,52.59797225,62.70296136,214.7012943,58.90727275,45.89754923,1,0,0,0,610.1007556,3.162,86.51052897
485,2439.42767,49.98171448,45.20030141,2.411599863,54.66240114,67.82974837,217.0370488,59.01303752,45.91973771,1,0,0,0,609.2461484,3.173,89.82829622
498,2528.641967,50.69508619,47.99860033,2.616906044,49.30043972,67.08245542,217.8772539,58.99858328,45.97345335,1,0,0,0,608.3845902,3.257,90.52375429
519,2669.077901,49.73895551,47.01835973,2.309328467,60.62581306,65.83628167,219.0643853,58.99583101,45.92415777,1,0,0,0,608.2655512,3.396,87.80181787
499,2746.272879,57.02614992,48.67833425,2.666186801,60.97501812,72.34776924,218.8297226,58.90322174,45.98359818,1,0,0,0,607.8571728,3.693,88.99127059
493,2774.704208,57.07672292,46.54078969,1.946573913,52.31974633,64.45820843,218.5556772,58.81583815,45.92702793,1,0,0,0,607.8463598,3.802,90.60034785
515,2948.348929,59.27152009,48.15429659,2.784105644,61.81231934,65.96075086,215.6677635,58.88393759,46.00122016,1,0,0,0,606.873501,3.969,93.95435636
482,2944.92615,60.10154207,48.76647821,2.042007011,59.54964897,66.6478835,218.624488,58.78690942,45.97529246,1,0,0,0,606.0144428,4.231,92.90351642
501,3029.292703,59.82043295,47.82468403,2.472940861,53.90102914,68.72741199,216.8873838,58.78293629,45.97385239,1,0,0,0,605.4489242,4.245,95.33539231
493,3038.031736,63.46071,47.78189119,2.110530881,59.94113864,74.46245728,220.1401658,58.80764241,45.97103817,1,0,0,0,605.0841256,4.324,94.43035748
489,3131.768772,61.94397068,46.7266056,2.569073622,64.86175244,66.30861966,217.8456765,58.83738514,46.03857261,1,0,0,0,604.62886,4.557,94.2191745
499,3285.868436,65.77609958,47.03185992,2.2812865,65.42183517,75.28025066,219.6631764,58.81762533,46.05932649,1,0,0,0,604.1891326,4.779,95.5303199
487,3281.325821,68.90798485,46.49764463,2.87743405,65.96032292,73.96831514,216.4015671,58.81814754,46.02295269,1,0,0,0,604.1657302,4.889,95.92542177
502,3406.850567,66.78775465,49.51166094,1.966381211,62.21655169,76.0708738,217.248008,58.74525373,46.06638765,1,0,0,0,604.1374408,4.993,95.90213272
496,3414.718099,69.32299381,49.62010296,2.237975042,65.51671618,72.06834996,219.0667448,58.7514599,46.00496399,1,0,0,0,603.7861948,5.064,97.15593886
491,3539.191167,72.95071609,50.06455135,2.220245665,60.01742565,72.49867781,217.172928,58.69159948,46.06254175,1,0,0,0,603.428358,5.364,97.2913268
497,3664.09957,71.12569908,48.46102607,2.857552962,67.07574644,78.72331444,220.2328367,58.58601948,46.02637605,1,0,0,0,602.4714204,5.55,98.71395314
511,3755.938998,74.54147393,49.95342459,2.057892401,66.13799478,81.55633892,220.5748047,58.63484749,45.99482453,1,0,0,0,602.310946,5.578,100.3991052
494,3792.915861,77.89560172,49.47996807,2.162938846,68.76556051,82.74486121,221.7518311,58.56615241,46.09332121,1,0,0,0,601.406804,5.851,99.47387857
499,3979.845806,79.25647536,49.16940082,2.465792833,63.31554334,81.41017885,217.9564793,58.61854167,46.09630739,1,0,0,0,600.9546088,6.164,103.1732692
501,4009.857219,76.5550625,46.30114855,2.409771537,73.56687928,80.98930087,221.4215287,58.5880892,46.06142645,1,0,0,0,600.9379544,6.197,101.6448512
493,4098.740325,80.15828036,46.00818928,2.338801396,74.09007374,80.28354765,222.6961034,58.60995624,46.05439598,1,0,0,0,600.668587,6.486,104.6964598
497,4170.610762,85.0278486,48.53347227,2.168777863,64.86516344,77.20734781,217.5131132,58.52964911,46.07845946,1,0,0,0,599.810286,6.568,104.7395802
482,4196.665915,87.31925261,48.96047165,2.272025598,75.54617968,87.71394888,217.0822063,58.5517929,46.14661891,1,0,0,0,599.4360434,6.837,107.6375327
510,4454.067364,85.36203557,48.48895855,2.756416508,75.66414771,90.29568834,221.664573,58.63923166,46.14109148,1,0,0,0,599.1710762,6.964,106.4141897
519,4542.387892,84.92523755,48.4668842,3.053224024,76.94462837,87.18142732,219.4000509,58.6086581,46.15042766,1,0,0,0,598.7485332,7.018,106.7395144
486,4381.766636,87.91942507,47.89269735,3.060099757,73.04591787,87.47073861,222.1254414,58.55412322,46.08975265,1,0,0,0,598.255842,7.153,108.9782484
512,4621.236783,90.70054192,47.62351857,2.721779635,71.87747708,86.71261034,222.6343506,58.58610396,46.12946927,1,0,0,0,597.7625774,7.26,107.1143467
497,1403.720659,27.36495641,40.48604549,2.098258724,54.91897648,61.63040656,216.1976267,53.93549282,45.9109685,0,1,0,0,615.715487,1,88.68448247
493,1532.11625,34.58468095,40.1433144,2.502666806,55.84896918,68.74189563,219.2797488,53.90716044,45.93160886,0,1,0,0,615.538638,1.281,87.27497524
502,1685.728998,33.81545394,40.22362807,2.731229807,52.17970644,69.30783405,216.8113979,53.93621606,45.94016457,0,1,0,0,615.3617892,1.563,89.60471894
498,1760.777582,35.05950451,40.32688285,2.076399716,57.67013006,71.17363391,218.7515993,53.85802744,45.93301979,0,1,0,0,614.440148,1.726,89.59898684
516,1888.250878,39.31073115,41.76093492,2.472494208,59.88513992,71.13220211,219.2026765,53.7739965,45.95086404,0,1,0,0,613.5762474,1.906,93.26320394
481,1831.904424,40.75268971,40.40056079,2.621090119,54.61347682,70.1909727,214.9812542,53.88241222,45.92386497,0,1,0,0,613.3573708,1.933,91.19256108
503,1971.024258,40.15997094,41.03769133,2.809066387,57.16853101,69.37931757,215.0892935,53.76390668,45.9135641,0,1,0,0,612.818593,2.127,92.42624803
518,2011.502009,39.11857518,40.27284784,2.25307935,62.32216743,75.62782184,219.1699941,53.81237572,45.98368353,0,1,0,0,612.1202964,2.134,94.82731981
491,2106.787074,45.04565868,41.92570635,2.640670117,65.54751709,66.58557018,217.2681792,53.78300981,46.01084567,0,1,0,0,611.3530398,2.453,93.68719033
505,2207.704967,45.36711156,41.87636075,2.017196815,58.49837556,77.76432731,217.1992727,53.69381887,46.01757749,0,1,0,0,611.1653342,2.585,94.95319161
483,2192.022609,47.99752913,41.75026186,2.628960799,61.05393166,69.14738644,215.6587562,53.64851745,46.03911604,0,1,0,0,610.3542346,2.671,96.90169606
487,2316.47263,47.30228713,41.18627552,2.05507974,57.69758344,74.11811441,219.4962283,53.69052235,45.97902597,0,1,0,0,609.4586658,2.899,96.13213017
490,2440.36301,50.49699486,42.73225349,2.805596278,57.95440391,71.67979511,219.9247529,53.65786673,46.06351945,0,1,0,0,609.2091896,3.13,98.40115824
503,2559.553537,52.78810955,41.6820583,2.800077591,67.67563535,73.11756665,218.6387671,53.58153861,46.09333301,0,1,0,0,608.3174946,3.298,97.24404886
499,2576.72491,53.40512567,42.92636821,2.712631761,61.11527042,73.42677933,220.2081174,53.7341588,46.03611576,0,1,0,0,608.2042514,3.349,101.2377964
489,2592.328416,51.36864375,39.90321456,2.276227472,66.40202603,72.60434712,218.7187009,53.71350557,46.02633825,0,1,0,0,607.5941036,3.449,101.3140877
505,2770.172016,56.67065464,40.60649691,2.904062339,68.61992248,83.11286512,219.4704889,53.66943165,46.10524351,0,1,0,0,606.862498,3.7,103.1701847
502,2848.490641,55.47129821,43.50096873,2.358701722,67.99345779,77.20328976,219.721585,53.51035777,46.01135105,0,1,0,0,606.4142458,3.878,100.3466209
503,3017.657248,62.11745254,41.46846862,2.95616026,69.02895404,81.35062768,217.7925833,53.48638822,46.08061033,0,1,0,0,605.6841664,4.201,103.8683797
483,2993.829726,60.34048465,39.87901657,2.969527152,64.95895614,82.42373669,220.414664,53.57034752,46.13208578,0,1,0,0,604.6882708,4.334,105.0432701
512,3282.050838,63.66993554,40.40925179,2.671968991,73.17592608,81.32441839,219.0000297,53.40586122,46.09470826,0,1,0,0,604.328742,4.641,107.4244623
513,3336.13036,65.63315017,44.29076272,3.031476805,71.89817883,87.07414066,219.9869697,53.5750907,46.09999073,0,1,0,0,604.1549652,4.742,108.3211542
488,3323.7359,68.78897729,44.43109426,3.004393678,73.36524314,85.73089388,218.1339001,53.47122865,46.11922356,0,1,0,0,603.2866444,4.961,104.9989395
520,3551.566223,65.43796481,43.08514647,3.121689404,72.16133797,87.94944767,218.3938506,53.53890689,46.12828548,0,1,0,0,603.2265564,5.095,110.2571427
499,3505.287887,67.47351352,44.24480945,2.438068886,75.86864718,89.921139,221.8331803,53.41747917,46.07170554,0,1,0,0,602.3518386,5.221,107.6806551
488,3536.53975,70.07506156,44.62427358,3.026060545,68.49814264,92.31019723,218.6482944,53.43705911,46.20839802,0,1,0,0,602.17054,5.402,109.5567282
481,3557.239635,71.52998092,43.37417485,2.173449177,70.22016443,85.81074516,219.8121059,53.48287415,46.16880239,0,1,0,0,601.615791,5.512,111.2430039
490,3645.42039,72.97208007,42.59701853,3.109590829,77.60190852,87.17747718,221.5316259,53.4197067,46.14494515,0,1,0,0,600.7334726,5.6,111.5217258
501,3745.865991,73.60740537,42.86409882,2.703659843,74.62370797,88.35261266,221.3398096,53.46612686,46.10488318,0,1,0,0,600.2114116,5.672,110.2901609
482,3648.11205,74.89414172,45.4742118,2.453865735,76.51284939,89.95557284,220.8471274,53.49174404,46.15268656,0,1,0,0,599.4802992,5.692,109.1259414
499,3857.604636,75.85838025,45.24719315,2.40150268,70.42805516,83.29938117,222.4141142,53.40791106,46.16076256,0,1,0,0,599.0139144,5.922,113.8857502
489,3824.213074,78.13573443,44.64169339,3.08303005,73.55665007,86.41012674,222.6154977,53.40259995,46.13450743,0,1,0,0,598.267803,5.967,112.2784665
491,3902.189056,79.59704695,43.12530512,2.487981093,77.85599464,90.57033741,223.0799156,53.3833398,46.13126868,0,1,0,0,597.3674028,6.103,114.4086436
485,3918.023331,79.69858692,40.40157758,2.54670555,83.60291326,87.26616937,223.1534543,53.56500596,46.13438344,0,1,0,0,596.5363398,6.211,113.1603916
495,4000.189544,80.07644746,41.54309717,2.958065987,84.62202392,91.84012624,224.7369156,53.31820664,46.19615568,0,1,0,0,595.742492,6.257,115.0761175
519,4296.911056,80.15716887,41.4261797,3.0058843,74.16044081,97.38403822,220.4486843,53.34311609,46.22668993,0,1,0,0,595.236313,6.532,116.9496351
518,4429.24074,84.3536577,41.64314009,2.547260981,80.93406537,88.6468517,223.4423369,53.44646033,46.22830165,0,1,0,0,594.9795524,6.804,116.3706052
487,4345.261628,87.87670972,40.54205902,2.598826384,81.81833411,96.09831735,224.1333641,53.40001392,46.23010619,0,1,0,0,594.3688582,7.071,118.699553
483,4364.361053,86.89568845,41.65403435,3.262997169,86.3325639,96.44405535,223.8553635,53.17629268,46.19548252,0,1,0,0,594.100164,7.172,115.7213403
515,4697.884434,91.68089819,44.92597065,2.485366609,86.42871176,104.6988203,219.719061,53.33543122,46.29485881,0,1,0,0,594.005086,7.363,120.6429672
510,1410.236643,26.61868496,41.00683547,2.623326215,63.24152014,69.36762398,220.4121577,45.69109568,46.03032463,0,0,1,0,539.2527698,1,96.96318592
495,1430.354301,31.75280894,40.46815243,2.581862722,57.63907447,68.73530918,219.9220452,45.73592164,46.05144542,0,0,1,0,539.1522992,1.067,93.55116883
483,1508.856559,32.99452971,40.35963397,2.034126494,59.28720676,77.73495492,216.2585405,45.54314475,46.04205965,0,0,1,0,539.0518288,1.254,97.52109293
517,1718.998582,32.29683349,40.99190386,2.136515751,64.68913276,72.75548264,217.6263392,45.63211331,46.07215387,0,0,1,0,537.9670656,1.573,101.0700008
480,1795.164275,37.60834858,41.01684352,2.115460828,62.97100249,76.82406846,217.3863979,45.61762271,46.06251109,0,0,1,0,536.6556154,1.852,100.2801547
513,2003.802022,42.27960104,41.03504825,2.772488788,68.17189746,76.94887283,218.7294696,45.5624765,46.00915925,0,0,1,0,534.9869558,2.147,99.49871376
492,1975.802785,39.05765892,40.18797138,2.138658696,72.01582717,77.39960424,218.2006703,45.57185356,46.08076894,0,0,1,0,534.5519266,2.176,103.154526
495,1979.994894,42.70821239,41.79715342,2.086277664,63.45130552,72.77830535,219.1887869,45.54690146,46.06460915,0,0,1,0,533.9299958,2.179,103.4920773
510,2103.992476,44.28595389,42.19984883,2.498665552,65.81316106,75.67615476,218.2264519,45.51478093,46.11929534,0,0,1,0,532.4752602,2.356,100.252431
512,2189.250029,43.98108354,40.62453899,2.250334501,69.96094079,84.51383121,216.9195812,45.75897584,46.13377666,0,0,1,0,531.8344624,2.512,103.9616252
484,2180.58982,43.59479273,39.92663681,2.360639304,65.96599272,77.07172584,220.0940517,45.61316283,46.08328791,0,0,1,0,531.015997,2.633,105.3029982
498,2257.793731,44.04915885,42.19664296,2.096482541,67.66548359,80.51355845,218.5178728,45.61370564,46.09239338,0,0,1,0,530.350093,2.721,104.0141078
493,2374.572557,49.96270936,41.34233055,3.137359227,63.70878529,85.27993425,217.7504819,45.53201006,46.13182205,0,0,1,0,528.4220184,2.985,104.9309891
495,2524.393287,51.2212675,41.66958062,2.344620274,74.93694791,85.04906749,218.7154737,45.34888135,46.08081205,0,0,1,0,526.5771516,3.276,106.3598952
520,2653.800508,52.84959704,40.52751838,2.15632843,76.11346355,84.62596644,222.4235031,45.3848039,46.10554555,0,0,1,0,524.9484994,3.361,106.8406812
505,2732.347067,55.13150458,41.68433479,2.583524534,79.5117851,88.7290316,219.7344164,45.53453614,46.09485829,0,0,1,0,524.2395766,3.622,107.6849267
502,2766.999359,56.28527327,42.4830337,2.821182963,79.89425685,84.10855096,220.4372037,45.26244781,46.10245082,0,0,1,0,522.5080112,3.711,111.0311711
511,2866.827782,54.47809071,41.08139532,2.823888987,72.04074613,92.03668835,218.6560562,45.43453809,46.16332973,0,0,1,0,521.7421696,3.847,107.4591514
505,2890.286592,57.88471394,43.26776768,2.108655155,75.65770739,83.65681378,220.8345007,45.49489649,46.10400088,0,0,1,0,521.5085312,3.928,109.3462246
515,2961.40405,56.74943417,42.6503268,3.10728371,74.84490096,85.32339246,220.7019248,45.36473788,46.202979,0,0,1,0,520.3279638,4.001,112.4925162
490,2907.728502,60.73860619,40.84379346,2.797055946,69.58492933,94.99772902,222.0275471,45.39337925,46.13499293,0,0,1,0,519.594044,4.089,108.5266634
491,2981.545272,57.9228897,40.19107383,2.947173793,75.4687499,89.37921461,218.8503674,45.48073148,46.12785283,0,0,1,0,518.6864402,4.227,109.4778684
491,3035.057001,59.19043774,42.46774174,2.108680621,71.92111179,91.98774608,221.51264,45.3560001,46.1613945,0,0,1,0,517.0873352,4.34,110.1358584
485,3156.02758,62.80127252,40.00198339,2.673392153,80.04467271,89.08018139,219.1108221,45.46216468,46.23603194,0,0,1,0,516.0221448,4.647,114.9983036
518,3466.977352,65.71710528,44.29850935,2.706693199,76.78629469,91.38974913,221.3825487,45.21200489,46.25714589,0,0,1,0,515.8721268,4.949,116.8160016
511,3566.710509,68.00038515,44.32172753,3.145034582,85.82612894,98.44814326,220.352349,45.38192362,46.23370963,0,0,1,0,513.9370062,5.208,115.1770667
509,3701.775671,69.90441228,40.32329917,3.276355195,82.51032923,94.62485817,220.2926954,45.2230302,46.25964697,0,0,1,0,512.330381,5.495,117.9026248
494,3738.808842,75.03919005,43.57824535,2.835113351,83.06483494,105.0125492,221.5992851,45.30701002,46.21137876,0,0,1,0,510.6914784,5.742,121.475895
496,3792.256731,76.89614192,45.57683108,2.56073547,80.54021798,98.53531577,219.6856987,45.20437136,46.25690376,0,0,1,0,510.6390976,5.826,117.897013
490,3864.919424,77.02165418,42.73491772,2.433801499,78.96208243,103.1299862,224.7751935,45.24118768,46.23181039,0,0,1,0,509.296636,6.04,121.9823563
489,3924.951589,79.3729554,43.23047528,3.093403988,78.00160015,102.9297537,223.775063,45.33222487,46.29527641,0,0,1,0,507.9390894,6.181,123.2327564
518,4172.038351,77.40636095,46.08369935,2.268947792,85.72839001,105.4416936,220.8978892,45.15445099,46.26430738,0,0,1,0,507.418948,6.312,123.6375391
485,4011.947358,82.92821837,45.53200987,2.369713367,80.38994913,92.93452893,224.387887,45.19512666,46.28947343,0,0,1,0,506.4575906,6.407,123.5431707
483,4016.25685,82.80116602,41.44656777,2.681670551,82.96068532,96.31653929,220.9325403,45.22666303,46.31260574,0,0,1,0,506.4141506,6.442,123.6219963
517,4264.81635,82.78419307,44.41414963,2.74110435,83.19717807,106.5628758,222.4308686,45.01959491,46.33576184,0,0,1,0,504.8954498,6.499,125.4621407
509,4372.992383,86.16563202,43.0795645,2.937190444,94.69979386,107.7691782,222.2204982,45.15537704,46.26678239,0,0,1,0,504.0119454,6.822,124.4771554
506,4445.770614,85.71718573,44.74552082,2.984619697,81.77831641,99.97977214,223.1542428,44.97474018,46.26583227,0,0,1,0,503.71305,6.996,127.0050097
515,4627.731187,85.84448713,42.87821571,3.123722659,95.88762478,106.6880333,221.7792916,45.07413876,46.35076618,0,0,1,0,503.2769748,7.226,128.304688
481,4437.582756,91.56844065,41.61669811,3.063524256,94.07437292,101.0208271,221.3890277,45.21646378,46.31896278,0,0,1,0,503.1472466,7.346,126.5999064
481,4512.340891,93.54040537,44.4708685,2.385317214,89.43728512,111.4530575,225.8245666,45.20742936,46.3691316,0,0,1,0,502.6677354,7.507,125.3819589
518,1419.781506,27.05115846,40.77294024,2.280742583,43.60621454,49.8881803,214.9682918,59.11290574,45.85547037,0,0,0,1,199.2142776,1,79.4166611
506,1540.576766,32.03125204,40.79051991,2.09574597,49.70269255,55.49908289,216.8653542,58.97969373,45.85048682,0,0,0,1,198.0696735,1.256,80.372805
507,1603.845932,33.45513324,41.42147983,2.121369732,50.89508121,58.96645223,213.5252074,59.08036234,45.88191812,0,0,0,1,197.391713,1.383,80.40144623
495,1745.106661,37.59585096,41.47100672,2.062482185,44.5940751,52.46761127,216.5213345,59.02065159,45.82822054,0,0,0,1,196.8133568,1.695,82.12426858
488,1887.73982,37.16159093,40.30220461,2.204534837,45.35736168,60.39871658,217.9002572,59.02445027,45.81674271,0,0,0,1,196.6136987,2.019,82.29518822
502,1997.162964,40.60246065,40.03582999,1.929489827,45.54624704,55.42739395,217.3218482,59.09732896,45.94168645,0,0,0,1,197.0978253,2.172,81.71235151
507,2095.816339,42.38467583,41.22354868,1.871157681,51.66404819,56.02231756,215.1223866,58.9563873,45.91919233,0,0,0,1,196.8350069,2.352,86.82015441
507,2185.366321,42.29511007,40.99607636,1.981292369,48.40863013,67.5663468,215.6176878,58.86936765,45.9374634,0,0,0,1,197.6934772,2.533,86.7456392
517,2260.684024,45.91243241,40.52064277,2.073509877,52.91121919,61.94136745,216.6872536,58.9077758,45.91215508,0,0,0,1,198.5196285,2.629,87.42102587
517,2333.962793,46.76448341,41.42861778,2.066596856,50.10074222,62.24042192,216.858572,58.91300762,45.86616094,0,0,0,1,198.4887279,2.769,88.73208063
483,2270.132335,46.87945466,42.19552991,2.258343305,52.05865582,60.62876833,215.2117254,58.90143581,45.89475155,0,0,0,1,196.9363931,2.83,85.2257707
482,2318.819263,46.92455262,42.51113781,2.422349831,53.8823521,66.33563509,216.1139871,59.04439073,45.9107372,0,0,0,1,197.7204479,2.935,88.43336253
493,2453.808758,52.52504489,41.46617649,2.399477179,51.30139154,60.81899381,218.4281575,58.89272447,45.8785181,0,0,0,1,199.1354278,3.143,89.01996116
